company_name,phone,email,website,city,icp_score,intent_score,email1_subject,email1_body
Gary Hamer Interior Design - Interior Designer and Decorator (Brisbane and Gold Coast),+61 402 441 934,gary@garyhamerinteriors.com,http://www.garyhamerinteriors.com/,New Farm,7,8,quick thought on your Palm Beach work,"Hi Gary,

The Palm Beach and Teneriffe residences on your site — that level of finish takes suppliers who don't disappear mid-renovation.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Rachel Elizabeth Interiors & Textiles Shop | Interior Designer Brisbane,+61 421 209 900,studio@rachelelizabethinteriors.com,http://www.rachelelizabethinteriors.com/,Graceville,7,5,that earthy green ensuite — quick thought,"Hi Rachel,

The minimal lines ensuite with vertical stack tiles in muted green is exactly the kind of brief where window and door spec can quietly kill the whole mood.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Rochele Interiors | Brisbane Interior Designers,+61 1300 808 164,interiors@rochele.com.au,http://rocheleinteriors.com.au/?utm_source=Google&utm_medium=gmb&utm_campaign=seo,Albion,7,7,when your aluminium supplier slows a Hamilton job,"Hi Rochele,

Your Hamilton heritage remodel caught my eye — that kind of project lives or dies on custom details arriving on time.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Blended Interiors and Design,+61 413 207 840,hello@blendedinteriors.com.au,https://www.blendedinteriors.com.au/,,7,8,when your aluminium supplier ghosts mid-fitout,"Hi Blended,

Your ""beginning to end solution"" positioning caught my eye — that kind of promise lives or dies on your suppliers holding up their end.

If your aluminium supplier ghosts mid-fitout, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Ivy + Finch,+61 1300 566 120,hello@ivyandfinch.com.au,http://ivyandfinch.com.au/,Woolloongabba,7,7,when your aluminium supplier goes quiet,"Hi Bron,

Your ""value management"" section caught my eye — trade-only suppliers, procurement handled end-to-end. That's a real differentiator.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Chan Architecture Pty Ltd,+61 3 9419 6017,info@chanarchitecture.com.au,http://www.chanarchitecture.com.au/,Collingwood,7,7,those steel-framed doors at Lola Essendon,"Hi Anthony,

The large steel-framed doors dissolving the boundary at Lola Essendon caught my eye — that indoor–outdoor language is exactly where glazing and framing specs make or break the outcome.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Windust Architecture Windust Interiors,+61 3 9018 8375,info@windust.com.au,https://windust.com.au/,South Melbourne,7,6,quick thought on your Northcote build,"Hi Anthony,

The Jesse, Oh Jesse project — high ceilings, raw materials, natural light — that's exactly the kind of spec where glazing either makes or breaks the brief.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
DE.ARCH Architecture & Interior Design,+61 3 9042 5349,info@dearch.com.au,https://dearch.com.au/,South Melbourne,7,6,quick thought on your glazing supplier,"Hi Info,

The full-height glazing in the Hughesdale Future Bungalow caught my eye — that kind of spec lives or dies on the aluminium supplier delivering on time.

If your supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Cradle Design,+61 2 7245 2924,info@cradledesign.com.au,http://www.cradledesign.com.au/,Manly,7,7,when your supplier ghosts mid-build,"Hi there,

The Balgowlah Heights first-floor steelwork going in — that moment where windows need to arrive on schedule or the whole site stalls.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Chadwick Architects,+61 3 9018 7225,careers@chadwickarchitects.com,http://www.chadwickarchitects.com/,Richmond,7,6,when your aluminium spec gets ghosted mid-build,"Hi Michael,

Your multi-residential work caught my eye — those projects live or die on material lead times.

If your aluminium supplier ghosts mid-renovation, how many weeks does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Bourne + Blue Architecture,+61 2 4929 1450,shane@bourneblue.com.au,https://www.bourneblue.com.au/,The Hill,7,5,when your aluminium spec gets ghosted,"Hi Bourne + Blue team,

Saw Bourne + Blue — quick thought.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Squillace Architects,+61 2 8354 1300,architects@squillace.com.au,https://www.squillace.com.au/,Surry Hills,7,7,when your glazing spec gets ghosted,"Hi Squillace team,

Clontarf, Brighton, Double Bay — bespoke work at that level lives or dies on suppliers hitting spec without chasing.

If your aluminium supplier goes quiet mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Innovate Architects Pty Ltd,+61 2 9585 1855,enquiry@innovate.com.au,https://innovate.com.au/,Oatley,7,6,quick thought on Buraneer House glazing,"Hi there,

The Buraneer House project caught my eye — that level of glazing detail puts real pressure on whoever is supplying your aluminium.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Architeria Architects Melbourne,+61 3 9894 5805,INFO@ARCHITERIA.COM.AU,http://architeria.com.au/,Doncaster East,7,7,your Toorak mansions deserve better joinery,"Hi Architeria team,

Your French Provincial and Classical Mega Mansion work in Toorak and Kew is the kind of detail-driven residential design that makes aluminium joinery selection genuinely matter.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Lax Architects,+61 3 9662 9375,group@laxstudios.com,https://www.laxstudios.com/,Melbourne,7,5,quick thought on your next aluminium spec,"Hi group,

Saw LAX Architects — quick thought.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
DiMase Architects,+61 3 9482 5144,enquiries@dimasearchitects.com.au,http://www.dimasearchitects.com.au/,Fitzroy North,7,5,those bi-fold double glazed windows — quick thought,"Hi DiMase team,

The bi-fold double glazed windows in the Beach House Studio project caught my eye — that kind of glazing detail takes a supplier who doesn't cut corners on tolerances.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Slater Architects,+61 2 4365 4458,info@slaterarchitects.com.au,http://www.slaterarchitects.com.au/,Erina,7,7,when your supplier ghosts mid-waterfront build,"Hi Slater,

Your beachfront and waterfront projects demand aluminium that handles salt exposure — specs that can't be swapped last minute.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
DX Architects Pty Ltd,+61 3 9429 0951,info@dxarchitects.com.au,https://www.dxarchitects.com.au/,Richmond,7,6,when your aluminium spec gets ghosted mid-build,"Hi Daniel,

Your heritage restoration and inner-city contemporary work caught my eye — the kind of projects where custom aluminium profiles can't be swapped out last minute.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Tribe Studio,+61 2 9211 3211,malcolm@tribestudio.com.au,https://www.tribestudio.com.au/,Surry Hills,7,5,when your supplier ghosts mid-renovation,"Hi Office,

Saw the Mosman House II and Bronte House work — the glazing lines on those facades look like they required precise custom profiles.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Breathe Architecture,+61 3 9381 2007,careers@breathe.com.au,https://www.breathe.com.au/,Melbourne,7,6,quick thought on your next sustainable build,"Hi Breathe,

The Edgars Creek House — beautiful work. Timeless materiality, clearly specced to last.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
BY Projects Architecture - Architects Melbourne,+61 3 9663 8331,barbara@byarchitecture.com.au,https://byarchitecture.com.au/?utm_source=google&utm_medium=gmb_listing&utm_campaign=profile_visit,Collingwood,7,6,when your aluminium spec gets ignored mid-build,"Hi Barbara,

Your heritage and beach house work caught my eye — the kind of projects where a wrong window spec mid-renovation can unravel months of careful detailing.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
WOLF Architects,+61 3 9807 1586,wolf@wolfarchitects.com.au,https://wolfarchitects.com.au/,Malvern East,7,7,when Toorak glazing specs go sideways,"Hi Wolf,

Your Toorak and Brighton work clearly demands glazing that holds up to the spec — if your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Rebecca Naughtin Architect | Architects Melbourne,+61 421 066 452,info@rnarchitect.com.au,https://rnarchitect.com.au/,Northcote,7,5,quick thought on your supplier risk,"Hi Rebecca,

Saw Rebecca Naughtin Architect — quick thought.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
B.E Architecture,+61 3 8416 1600,office@bearchitecture.com,https://www.bearchitecture.com/,Armadale,7,7,quick thought on your Vaucluse work,"Hi Andrew,

Saw the Hopetoun Residence in Vaucluse — the glazing lines on that facade are doing a lot of work. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Sam Crawford Architects,+61 2 9519 6800,studio@samcrawfordarchitects.com.au,http://samcrawfordarchitects.com.au/,Newtown,7,5,when your glazing spec gets ghosted,"Hi Sam,

The Hidden Garden House — turning a dark 1980s house into a light-filled sanctuary — that kind of work lives or dies on the glazing.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
SDA Space Design Architecture,+61 2 4969 3631,hello@sdarch.com.au,http://sdarch.com.au/,The Junction,7,5,when your aluminium spec gets ghosted,"Hi Leigh,

Loved the Found project — texture, curves, colour all doing the heavy lifting in a tight space. That level of material intentionality takes a reliable supply chain behind it.

If your aluminium supplier goes quiet mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Designcorp Architects,+61 2 9630 9911,admin@designcorp.com.au,http://www.designcorp.com.au/,North Parramatta,7,5,quick thought on your Oatlands projects,"Hi Admin,

Saw the Oatlands and Putney residential work on your site — clean lines, considered detailing. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Koichi Takada Architects,+61 1300 358 718,info@koichitakada.com,https://koichitakada.com/,Sydney,7,5,your Shanghai supplier experience — quick thought,"Hi Koichi,

Solar Trees Marketplace winning ArchDaily's 2024 Building of the Year — and built in Shanghai. You clearly know how to work with Chinese production at scale.

If your aluminium supplier ghosts mid-build on a project like Trinity Point or Cove, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Vic Lake Architects,+61 400 284 587,enquire@vla.net.au,http://www.vla.net.au/,Rosebery,7,6,when your glazing spec gets ghosted,"Hi Vic,

Point Piper-level work demands suppliers who don't disappear mid-specification — if your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Carter Williamson Architects,+61 2 9799 4472,studio@carterwilliamson.com,http://www.carterwilliamson.com/,Summer Hill,7,6,the Brise Soleil detail — quick thought,"Hi Carter Williamson team,

The Brise Soleil revisited project caught my eye — that kind of sun-shading precision puts real pressure on aluminium specs and lead times.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Madeleine Blanchfield Architects,+61 2 9212 3343,furnitureby@madeleineblanchfield.com,http://www.madeleineblanchfield.com/,Paddington,7,7,quick thought on your Coogee work,"Hi Madeleine,

The Coogee House II glazing looked considered — that kind of coastal light management takes the right product. If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Bijl Architecture,+61 2 9958 7950,studio@bijlarchitecture.com.au,http://www.bijlarchitecture.com.au/,Willoughby,7,6,quick thought on Overleaf House glazing,"Hi Bijl team,

Overleaf House — the glazing work looks considered. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Smart Design Studio,+61 2 8332 4333,info@smartdesignstudio.com,http://www.smartdesignstudio.com/,Alexandria,7,8,when your aluminium supplier ghosts mid-project,"Hi Smart Design Studio team,

Your studio leads with ""excellence, innovation and collaboration"" — hard to deliver that when a supplier drops the ball mid-build.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Turner Hughes Architects,+61 2 9439 3200,tha@turnerhughes.com.au,http://www.turnerhughes.com.au/,Crows Nest,7,5,when your supplier ghosts mid-renovation,"Hi Turner Hughes team,

Saw Woollahra Cottage is underway — if your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Wexhaus - Heritage Architects Melbourne,+61 3 9969 5586,hello@wexhaus.studio,https://wexhaus.studio/,Melbourne,7,5,quick thought on your heritage renovations,"Hi Wexhaus team,

Your heritage renovation work in Melbourne — steering clear of fads while respecting neighbourhood character — that specificity is rare.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Jane Cameron Architects,+61 466 692 832,info@janecameronarchitects.com,http://www.janecameronarchitects.com/,Fitzroy,7,6,when your heritage glazing spec gets ghosted,"Hi Jane,

The Ivanhoe adaptive reuse and Toorak conservation work caught my eye — heritage glazing specs at that level don't leave much room for supplier guesswork.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
SBA,+61 2 9929 9988,nhien@sba.com,https://sba.au/,North Sydney,7,5,quick thought on Bennelong Residence,"Hi SBA team,

Saw Bennelong Residence — nice work bridging residential scale with that level of detail.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Tempus Design Studio,+61 7 4957 2800,enquiry@tempusdesignstudio.com.au,https://www.tempusdesignstudio.com.au/,Mackay,7,7,when your aluminium supplier goes quiet,"Hi Tempus,

Love the House of Arches project — that kind of detail-driven work lives or dies on suppliers actually delivering on spec.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Bower Architecture,+61 3 9344 1384,info@bowerarchitecture.com.au,https://www.bowerarchitecture.com.au/,Richmond,7,6,when your glazing spec can't be sourced,"Hi Bower Architecture team,

The Villa at Barwon Heads — that timber-framed facade with floor-to-ceiling glazing is exactly the kind of spec that gets painful when a supplier can't deliver mid-build.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Architect George,+61 2 8054 0477,office@architect-george.com,https://www.architect-george.com/,Surry Hills,7,6,quick thought on your supplier risk,"Hi George,

Saw Architect George — quick thought.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Durbach Block Jaggers,+61 2 8297 3500,mail@durbachblock.com,http://durbachblockjaggers.com/,Potts Point,7,6,those frameless Dover Heights windows,"Hi Durbach Block Jaggers team,

The frameless glass details at Dover Heights — and the dark steel frames at Holman House — those specs take a supplier who won't disappear mid-install.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
PBD Architects,+61 2 9698 8140,info@pbdarchitects.co,https://www.pbdarchitects.com.au/,Surry Hills,7,6,the Mosman Bay facade — quick thought,"Hi PBD team,

The artisan detailing on Mosman Bay Collection is the kind of spec where the glazing system either makes or breaks the finish — if your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Benn & Penna,+61 2 9518 9900,info@bennandpenna.com,http://www.bennandpenna.com/,Pyrmont,7,6,quick thought on Palm Beach Blue,"Hi info,

Saw Palm Beach Blue and Balmain Rock — the glazing and fenestration on those are doing a lot of work. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Chenchow Little Architects,+61 2 9357 4333,mail@chenchowlittle.com,http://www.chenchowlittle.com/,Surry Hills,7,7,quick thought on your Coogee specs,"Hi Chenchow Little team,

The Coogee House and Darling Point work shows a level of envelope detail that lives or dies on the aluminium spec — if your supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Tzannes,+61 2 9319 3744,tzannes@tzannes.com.au,http://tzannes.com.au/,Surry Hills,7,6,when your supplier ghosts mid-build,"Hi Tzannes team,

""Together, we craft homes, make places and shape new futures"" — if your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Studio.SC,+61 2 9957 3988,hello@studiosc.com.au,http://www.studiosc.com.au/,Sydney,7,5,when your glazing spec gets dropped mid-build,"Hi Studio.SC team,

Rozelle Village, Homes NSW Hillsdale, Hotel Indigo Auckland — projects at that scale don't forgive a supplier going quiet mid-construction.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
MHN Design Union Pty Ltd,+61 2 9101 1111,mhndu@mhndu.com,http://www.mhndu.com/,Surry Hills,7,7,quick thought on Vaucluse Duo windows,"Hi MHN Design Union team,

Vaucluse Duo, Bellevue Hill, Fontaine — the glazing detailing across your portfolio is doing a lot of the architectural work. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Sandbox Studio,+61 431 084 105,info@sandboxstudio.com.au,http://www.sandboxstudio.com.au/,Marrickville,7,6,when your supplier ghosts mid-renovation,"Hi Sandbox Studio team,

The Bellevue Hill and Paddington work caught my eye — custom residential across some of Sydney's most particular suburbs.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
ClarkeHopkinsClarke,+61 2 9221 9200,studio@chc.com.au,http://www.chc.com.au/,Surry Hills,7,5,quick thought on your supplier risk,"Hi ClarkeHopkinsClarke team,

Saw ClarkeHopkinsClarke — quick thought.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Andrew Burges Architects,+61 2 9331 7433,mail@aba.sydney,https://aba.sydney/,Surry Hills,7,6,when your aluminium spec gets ghosted mid-build,"Hi Andrew,

Saw the Operable Facade project — that kind of custom aluminium work lives or dies on supplier reliability. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
We Architects,+61 400 648 136,ed@wearchitects.com.au,http://wearchitects.com.au/,North Bondi,7,6,your Vaucluse glazing — quick thought,"Hi We Architects team,

The ocean-facing glazing on your Vaucluse House project caught my eye — that scale of aluminium framing is exactly where supplier reliability gets tested.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Vision Group Architects,+61 438 839 426,info@visionarchitects.com.au,http://visionarchitects.com.au/,Strathfield South,7,6,quick thought on your supplier risk,"Hi Vision Group team,

Saw Vision Group Architects — quick thought.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
TDDP Architects,+61 2 9969 5975,findoutmore@tddparchitects.com,http://tddparchitects.com/,Mosman,7,7,those large sliding doors — quick thought,"Hi TDDP team,

Saw the construction shots on your site — large sliding glass doors, solid cedar front door. Nice work coming out of the ground.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Virginia Kerridge Architect,+61 2 9699 3487,info@vk.com.au,https://www.vk.com.au/,Redfern,7,6,when your aluminium spec gets let down,"Hi Virginia,

Argyle Place and Brogers Creek — the material restraint in both is hard to pull off. Aluminium joinery is usually where that precision either lands or doesn't.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
